id,name,state,zip,website
110,TOTAL BEAUTY INSTITUTE,FL,32208,www.totalbeautyinstitute.com/
111,PREMIERE AESTHETICS INSTITUTE,OR,97702,www.premiereaestheticsinstitute.com/
112,PAUL MITCHELL THE SCHOOL-RENO-NORTH TAHOE,CA,96161,https://paulmitchell.edu/northtahoe
113,NATIONAL UNIVERSITY COLLEGE - PEMBROKE PINES,FL,33027,NOT AVAILABLE
114,NUC UNIVERSITY - IBC INSTITUTE - MAYAG?EZ,PR,00680,NOT AVAILABLE
115,SAN JOAQUIN VALLEY COLLEGE-RANCHO MIRAGE,CA,92270,https://www.sjvc.edu/
116,SAN JACINTO COMMUNITY COLLEGE DISTRICT - GENERATION PARK CAMPUS,TX,77044,NOT AVAILABLE
117,PLATT COLLEGE-MILLER-MOTTE COLLEGE-CHATTANOOGA 2,TN,37406,https://www.miller-motte.edu/
118,TECHSHERPAS 365,FL,33625,https://techsherpas.com/
119,PPG TECHNICAL COLLEGE,PR,00726,www.ppg.edu/
120,UNITECH TRAINING ACADEMY-ALEXANDRIA,LA,71301,www.unitechtrainingacademy.com/
121,FLORIDA INTERNATIONAL TRAINING INSTITUTE,FL,33122,www.fitischools.com/
122,CALIFORNIA BARBER AND BEAUTY COLLEGE,CA,92115,https://www.californiabarberandbeauty.com/
123,RIO SALADO COLLEGE,AZ,85281,www.rio.maricopa.edu/
124,CAROLINA UNIVERSITY,NC,27101,https://www.carolinau.edu/
125,KENNY'S ACADEMY OF BARBERING,IN,46222,kennysacademy.com/
126,PRINCETON UNIVERSITY,NJ,08544,www.princeton.edu/
127,THE BEAUTY INSTITUTE,PA,18109,https://www.thebeautyinstituteskp.edu/
128,TRI-COUNTY COMMUNITY COLLEGE,NC,28906,www.tricountycc.edu/
129,WESTERN PIEDMONT COMMUNITY COLLEGE,NC,28655,https://www.wpcc.edu/
130,AUBURN CAREER CENTER,OH,44077,www.auburncc.org/
131,SOUTHERN CAREERS INSTITUTE-BROWNSVILLE,TX,78520,www.scitexas.edu/
132,LUBBOCK CHRISTIAN UNIVERSITY,TX,79407,https://www.lcu.edu/
133,BOSSIER PARISH COMMUNITY COLLEGE,LA,71111,www.bpcc.edu/
134,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,MA,02116,www.bfit.edu/
135,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,TN,38103,www.southwest.tn.edu/
136,LINCOLN COLLEGE OF TECHNOLOGY-GRAND PRAIRIE,TX,75052,www.lincolntech.edu/campus/grand-prairie-tx
137,PAUL MITCHELL THE SCHOOL-SAN ANTONIO,TX,78259,paulmitchell.edu/sanantonio
138,COLUMBIANA COUNTY CAREER AND TECHNICAL CENTER,OH,44432,www.ccctc.k12.oh.us/
139,EMPIRE BEAUTY SCHOOL-VIRGINIA BEACH,VA,23462,www.empire.edu/
140,CANTON CITY SCHOOLS ADULT CAREER AND TECHNICAL EDUCATION,OH,44710,https://www.ccsdistrict.org/site/default.aspx?PageID=189
141,CAMERON UNIVERSITY,OK,73505,https://www.cameron.edu/
142,TENNESSEE TECHNOLOGICAL UNIVERSITY,TN,38505,www.tntech.edu/
143,BAYLOR UNIVERSITY,TX,76798,www.baylor.edu/
144,WEST TEXAS A & M UNIVERSITY,TX,79016,www.wtamu.edu/
145,OHIO UNIVERSITY-CHILLICOTHE CAMPUS,OH,45601,https://www.ohio.edu/chillicothe/
146,MERCYHURST UNIVERSITY,PA,16546,www.mercyhurst.edu/
147,CHISHOLM TRAIL TECHNOLOGY CENTER,OK,73764,www.cttc.edu/
148,UNIVERSITY OF PHOENIX-ARIZONA,AZ,85040,https://www.phoenix.edu/
149,UNIVERSITY OF PHOENIX-VIRGINIA,VA,23462,https://www.phoenix.edu
150,CALIFORNIA LUTHERAN UNIVERSITY,CA,91360,www.callutheran.edu/
151,THE CATHOLIC UNIVERSITY OF AMERICA,DC,20064,https://www.catholic.edu/
152,CARRINGTON COLLEGE-BOISE,ID,83704,https://carrington.edu/
153,ILLINOIS VALLEY COMMUNITY COLLEGE,IL,61348,https://www.ivcc.edu/
154,ARTISTIC ACADEMY OF HAIR DESIGN,NJ,07950,www.artisticacademy.com/
155,WILKES-BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING,PA,18705,https://www.wbpracnsg.com/
156,LORENZO WALKER TECHNICAL COLLEGE,FL,34104,lwtc.edu/
157,UNIVERSITY OF EVANSVILLE,IN,47722,www.evansville.edu/
158,ALMA COLLEGE,MI,48801,alma.edu/
159,UNIVERSITY SYSTEM OF MARYLAND,MD,21201,www.usmd.edu/
160,MCPHS UNIVERSITY,MA,02115,www.mcphs.edu/
161,BETHEL UNIVERSITY,MN,55112,https://www.bethel.edu/
162,PAUL MITCHELL THE SCHOOL-MISSOURI COLUMBIA,MO,65203,missouricolumbia.paulmitchell.edu/
163,CHESTER COUNTY INTERMEDIATE UNIT,PA,19335,www.chestercountynursing.org/
164,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,NC,28223,https://www.uncc.edu/
165,EVANS HAIRSTYLING COLLEGE-REXBURG,ID,83440,www.evanshairstylingcollege.com/
166,SAN JOAQUIN VALLEY COLLEGE-HESPERIA,CA,92344,www.sjvc.edu/
167,EDUCATIONAL TECHNICAL COLLEGE-RECINTO DE BAYAMON,PR,00961,www.edutecpr.com/
168,CORTIVA INSTITUTE-MAITLAND,FL,32751,www.cortiva.edu/
169,WALDEN UNIVERSITY,MN,55401,www.waldenu.edu/
170,ASSOCIATED BETH RIVKAH SCHOOLS,NY,11225,https://dhl.bethrivkah.edu/
171,CONCORDE CAREER COLLEGE-MEMPHIS,TN,38137,https://www.concorde.edu/campus/memphis-tennessee
172,CHATFIELD COLLEGE,OH,45118,www.chatfield.edu/
173,OHIO BUSINESS COLLEGE-SHEFFIELD,OH,44035,www.ohiobusinesscollege.edu/
174,SUMTER BEAUTY COLLEGE,SC,29150,www.sumterbeautycollege.com/
175,LOVE BEAUTY SCHOOL INC,TN,37355,www.lovebeautyschool.net/
176,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS,MO,63110,www.uhsp.edu/
177,PAUL SMITHS COLLEGE OF ARTS AND SCIENCE,NY,12970,www.paulsmiths.edu/
178,SUNY COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL,NY,12043,www.cobleskill.edu/
179,ALASKA PACIFIC UNIVERSITY,AK,99508,www.alaskapacific.edu/
180,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE RICH MOUNTAIN,AR,71953,www.uarichmountain.edu/
181,D A DORSEY TECHNICAL COLLEGE,FL,33147,dadorsey.dadeschools.net/
182,RIVERSIDE COLLEGE OF HEALTH CAREERS,VA,23601,https://riverside.edu/
183,ROANE STATE COMMUNITY COLLEGE,TN,37748,www.roanestate.edu/
184,STATE CENTER COMMUNITY COLLEGE DISTRICT,CA,93721,www.scccd.edu/
185,CEDAR CREST COLLEGE,PA,18104,www.cedarcrest.edu/
186,ST. MARY'S UNIVERSITY,TX,78228,www.stmarytx.edu/
187,NORTHWEST EDUCATIONAL CENTER,TX,77092,nwec.edu/
188,FORTIS COLLEGE-RICHMOND,VA,23230,www.fortis.edu/
189,BRYAN UNIVERSITY,AZ,85281,bryanuniversity.edu/
190,BERKELEY CITY COLLEGE,CA,94704,www.berkeleycitycollege.edu/wp/
191,LA JAMES INTERNATIONAL COLLEGE-JOHNSTON,IA,50131,www.ljic.edu/
192,AMERICAN EDUCATIONAL COLLEGE,PR,00961,www.amedcopr.com/
193,UNIVERSITY OF PHOENIX-NEW MEXICO,NM,87113,https://www.phoenix.edu/
194,UNIVERSITY OF THE PACIFIC,CA,95211,www.pacific.edu/
195,SOUTHEASTERN COMMUNITY COLLEGE,IA,52655,www.scciowa.edu/
196,SIENA HEIGHTS UNIVERSITY,MI,49221,www.sienaheights.edu/
197,PENNSYLVANIA STATE UNIVERSITY-PENN STATE BEAVER,PA,15061,beaver.psu.edu/
198,WESTMONT COLLEGE,CA,93108,www.westmont.edu/
199,MODESTO JUNIOR COLLEGE,CA,95350,www.mjc.edu/
200,BLUE CLIFF COLLEGE-LAFAYETTE,LA,70508,bluecliffcollege.edu/
201,BAYAMON COMMUNITY COLLEGE,PR,00961,www.bccpr.org/
202,COLEGIO TECNICO DE ELECTRICIDAD GALLOZA,PR,00602,www.ctegpr.com/CTEG_Web/
203,WABASH COLLEGE,IN,47933,www.wabash.edu/
204,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,02139,web.mit.edu/
205,BATES COLLEGE,ME,04240,www.bates.edu/
206,NORTHERN MICHIGAN UNIVERSITY,MI,49855,https://www.nmu.edu/
207,SOUTHWEST MINNESOTA STATE UNIVERSITY,MN,56258,www.smsu.edu/
208,DAWSON COMMUNITY COLLEGE,MT,59330,www.dawson.edu/
209,DAKOTA COLLEGE AT BOTTINEAU,ND,58318,www.dakotacollege.edu/
210,EMPIRE BEAUTY SCHOOL-HANOVER PARK,IL,60133,www.empire.edu/
211,DRURY UNIVERSITY,MO,65802,www.drury.edu/
212,JOHNSON C SMITH UNIVERSITY,NC,28216,www.jcsu.edu/
213,SOUTHERN STATES UNIVERSITY,CA,92110,www.ssu.edu/
214,BOLIVAR TECHNICAL COLLEGE,MO,65613,www.bolivarcollege.org/
215,MASTER'S BARBER & STYLING COLLEGE,TN,37138,mastersbarbercollege.edu/
216,THE COLLEGE OF HEALTH CARE PROFESSIONS-SOUTH SAN ANTONIO,TX,78221,chcp.edu/
217,SHEAR PERFECTION ACADEMY OF COSMETOLOGY,TN,37211,www.spanash.com/
218,STRAYER UNIVERSITY - DECATUR CAMPUS,AL,35601,NOT AVAILABLE
219,ARIZONA STATE UNIVERSITY - YAVAPAI COLLEGE PRESCOTT VALLEY CAMPUS,AZ,86314,NOT AVAILABLE
220,GUIDANCE COLLEGE,TX,77094,www.guidancecollege.org/
221,EDUCATIONAL TECHNICAL COLLEGE,PR,00669,www.edutecpr.com
222,UNIVERSIDAD ANA G. MENDEZ-GURABO CAMPUS,PR,00778,gurabo.uagm.edu/
223,UNION COLLEGE,KY,40906,www.unionky.edu/
224,THE JUILLIARD SCHOOL,NY,10023,www.juilliard.edu/
225,PRINCESS BEAUTY SCHOOL,MI,48127,www.princessbeautyschool.com
226,SUSQUEHANNA COUNTY CAREER AND TECHNOLOGY CENTER,PA,18844,www.scctc-school.org/
227,LAKE LAND COLLEGE,IL,61938,www.lakelandcollege.edu/
228,GRAND RAPIDS COMMUNITY COLLEGE,MI,49503,https://www.grcc.edu/
229,WASHBURN UNIVERSITY,KS,66621,www.washburn.edu/
230,CLACKAMAS COMMUNITY COLLEGE,OR,97045,www.clackamas.edu/
231,WEST GEORGIA TECHNICAL COLLEGE,GA,30182,https://www.westgatech.edu/
232,ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE-BERKELEY,CA,94704,https://www.aimc.edu/
233,CHEYNEY UNIVERSITY OF PENNSYLVANIA,PA,19319,www.cheyney.edu/
234,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT WASHINGTON DC,DC,20005,https://www.thechicagoschool.edu/washington-dc/
235,BRANFORD HALL CAREER INSTITUTE-PARSIPPANY,NJ,07054,www.schooliya.com/peg/Parsippany/index.html
236,COSMETOLOGY CAREER CENTER LLC,TX,75006,https://paulmitchell.edu/dallas/
237,LONE STAR COLLEGE SYSTEM,TX,77381,www.lonestar.edu/
238,TRUMBULL CAREER & TECHNICAL CENTER,OH,44483,www.tctchome.com/
239,WEBER STATE UNIVERSITY,UT,84408,https://www.weber.edu/
240,PARADISE VALLEY COMMUNITY COLLEGE,AZ,85032,https://www.paradisevalley.edu/
241,UNIVERSITY OF ALASKA FAIRBANKS,AK,99775,www.uaf.edu/
242,JEFFERSON STATE COMMUNITY COLLEGE,AL,35215,www.jeffersonstate.edu/
243,ATHENS TECHNICAL COLLEGE,GA,30601,www.athenstech.edu/
244,AUSTIN KADE ACADEMY,ID,83404,www.austinkade.com/
245,TEXAS TECH UNIVERSITY,TX,79409,www.ttu.edu/
246,STAUNTON SCHOOL OF COSMETOLOGY,VA,24401,hairstylingschool.com/
247,WICHITA STATE UNIVERSITY-CAMPUS OF APPLIED SCIENCES AND TECHNOLOGY,KS,67226,www.wsutech.edu/
248,FURMAN UNIVERSITY,SC,29613,www.furman.edu/
249,WITTENBERG UNIVERSITY,OH,45504,www.wittenberg.edu/
250,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,PA,17257,www.ship.edu/
251,KANSAS CHRISTIAN COLLEGE,KS,66204,https://www.kansaschristian.edu/
252,PIEDMONT TECHNICAL COLLEGE,SC,29646,www.ptc.edu/
253,THE UNIVERSITY OF TEXAS AT DALLAS,TX,75080,www.utdallas.edu/
254,EMPIRE BEAUTY SCHOOL-BUFFALO,NY,14225,www.empire.edu/
255,NATIONAL POLYTECHNIC COLLEGE,CA,90712,https://npcollege.edu/index.php
256,CARLSON COLLEGE OF MASSAGE THERAPY,IA,52205,www.carlsoncollege.com/
257,VILLA MARIA COLLEGE,NY,14225,https://www.villa.edu/
258,CAREER ACADEMY OF BEAUTY,CA,92845,caofb.com/
259,CLAYTON STATE UNIVERSITY,GA,30260,www.clayton.edu/
260,NORTH ARKANSAS COLLEGE,AR,72601,www.northark.edu/
261,ALBIZU UNIVERSITY-MIAMI,FL,33172,https://www.albizu.edu/
262,PAUL MITCHELL THE SCHOOL-BRADLEY,IL,60914,paulmitchell.edu/bradley
263,HAIR PROFESSIONALS CAREER COLLEGE,IL,60178,hairpros.edu/
264,COLLEGE OF THE ATLANTIC,ME,04609,www.coa.edu/
265,NEW MEXICO HIGHLANDS UNIVERSITY,NM,87701,www.nmhu.edu/
266,CULINARY INSTITUTE OF AMERICA,NY,12538,www.ciachef.edu/
267,STRAND COLLEGE OF HAIR DESIGN,SC,29572,www.strandcollege.com/
268,TRIDENT TECHNICAL COLLEGE,SC,29423,https://www.tridenttech.edu/
269,TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,ND,58436,trinitybiblecollege.edu/
270,BRANFORD HALL CAREER INSTITUTE-JERSEY CITY,NJ,07306,www.schooliya.com/peg/JerseyCity/index.html
271,SARASOTA SCHOOL OF MASSAGE THERAPY,FL,34243,https://www.sarasotaschoolofmassagetherapy.edu/
272,WAGNER COLLEGE,NY,10301,www.wagner.edu/
273,OCEAN COUNTY VOCATIONAL-TECHNICAL SCHOOL,NJ,08753,www.ocvts.org/
274,PIMA MEDICAL INSTITUTE-ALBUQUERQUE WEST,NM,87114,www.pmi.edu/
275,AVE MARIA UNIVERSITY,FL,34142,www.avemaria.edu/
276,DONNELLY COLLEGE,KS,66102,www.donnelly.edu/
277,BLUE MOUNTAIN COLLEGE,MS,38610,www.bmc.edu/
278,MCVSD,NJ,07728,www.mcvsd.org/
279,POMEROY COLLEGE OF NURSING AT CROUSE HOSPITAL,NY,13210,www.crouse.org/nursing
280,SUNY EMPIRE STATE COLLEGE,NY,12866,www.esc.edu/
281,NUVANI INSTITUTE,TX,78852,www.nuvani.edu/
282,THE TEMPLE-A PAUL MITCHELL PARTNER SCHOOL,MD,21701,paulmitchell.edu/frederick
283,CENTURY COLLEGE,MN,55110,https://www.century.edu/
284,CUNY SCHOOL OF LAW,NY,11101,www.law.cuny.edu/
285,NORTHWEST COLLEGE-EUGENE,OR,97477,www.nwcollege.edu/
286,HERZING UNIVERSITY-NEW ORLEANS,LA,70002,https://www.herzing.edu/
287,ROLLINS COLLEGE,FL,32789,www.rollins.edu/
288,PENROSE ACADEMY,AZ,85254,penrose.edu/
289,SKIN INSTITUTE,MO,63126,www.skininstitute.edu/
290,FORT SCOTT COMMUNITY COLLEGE,KS,66701,www.fortscott.edu/
291,HAMPTON UNIVERSITY,VA,23668,www.hamptonu.edu/
292,SEBRING CAREER SCHOOLS-HOUSTON,TX,77083,sebringcareerschools.com/
293,SUMMIT COLLEGE,CA,92408,https://www.summitcollege.edu/
294,REFRIGERATION SCHOOL INC,AZ,85034,https://www.rsi.edu/
295,POMONA UNIFIED SCHOOL DISTRICT ADULT AND CAREER EDUCATION,CA,91766,https://ace.pusd.org/
296,DELMARVA BEAUTY ACADEMY,MD,21804,www.delmarvabeautyacademy.com/
297,KANSAS CITY ART INSTITUTE,MO,64111,www.kcai.edu/
298,SAMFORD UNIVERSITY,AL,35229,www.samford.edu/
299,NORTHEASTERN ILLINOIS UNIVERSITY,IL,60625,www.neiu.edu/
300,UINTAH BASIN TECHNICAL COLLEGE,UT,84066,www.ubtech.edu/
301,COLUMBIA BASIN COLLEGE,WA,99301,www.columbiabasin.edu/
302,BLUEFIELD STATE COLLEGE,WV,24701,https://bluefieldstate.edu/
303,ALABAMA STATE UNIVERSITY,AL,36104,www.alasu.edu/
304,THOMAS JEFFERSON SCHOOL OF LAW,CA,92101,www.tjsl.edu/
305,CRAFTON HILLS COLLEGE,CA,92339,www.craftonhills.edu/
306,OBLATE SCHOOL OF THEOLOGY,TX,78216,www.ost.edu/
307,AUTOMECA TECHNICAL COLLEGE-BAYAMON,PR,00961,www.automeca.com/
308,PRISM CAREER INSTITUTE-CHERRY HILL,NJ,08002,prismcareerinstitute.edu/
309,AMERICAN CONSERVATORY THEATER,CA,94102,www.act-sf.org/
310,SALON SUCCESS ACADEMY-FONTANA,CA,92335,www.gotobeautyschool.com/
311,IRENE'S MYOMASSOLOGY INSTITUTE,MI,48033,www.irenes.edu/
312,BOLD BEAUTY ACADEMY,MT,59101,boldbeautyacademy.com/
313,DEWEY UNIVERSITY-JUANA DÍAZ,PR,00910,dewey.edu/
314,MILAN INSTITUTE OF COSMETOLOGY-RENO,NV,89502,www.milaninstitute.edu/
315,MOUNT SAINT MARY'S UNIVERSITY,CA,90049,https://www.msmu.edu/
316,TRICOCI UNIVERSITY OF BEAUTY CULTURE-LAFAYETTE,IN,47901,www.tricociuniversity.edu/
317,BATON ROUGE GENERAL MEDICAL CENTER SCHOOL OF NURSING & SCHOOL OF RADIOLOGIC TECHNOLOGY,LA,70806,https://www.brgeneral.org/medical-education/school-of-nursing/
318,POPE ST JOHN XXIII NATIONAL SEMINARY,MA,02493,www.psjs.edu/
319,THE UNIVERSITY OF MONTANA-WESTERN,MT,59725,w.umwestern.edu/
320,CHI HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY,NE,68122,www.chihealth.com/school-of-radiologic-technology
321,BLESSING HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,IL,62305,www.blessinghealthsystem.org/
322,RUSH UNIVERSITY,IL,60612,www.rushu.rush.edu/
323,ETI SCHOOL OF SKILLED TRADES,IL,60527,www.eticampus.com/
324,COLLEGE OF MOUNT SAINT VINCENT,NY,10471,www.mountsaintvincent.edu/
325,LINDENWOOD UNIVERSITY,MO,63301,https://www.lindenwood.edu/
326,POLYTECHNIC UNIVERSITY OF PUERTO RICO-ORLANDO,FL,32825,www.pupr.edu/orlando
327,MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN,TX,77833,www.manuelandtheresasschoolofhair.com/
328,ROSS COLLEGE-CANTON,OH,44718,www.rosseducation.edu/
329,DELTA DESIGNS COSMETOLOGY SCHOOL,AR,72396,www.deltadesignscosmetologyschool.com/admissionsfinancial-aid.html
330,UNION BIBLE COLLEGE,IN,46074,https://ubca.org/
331,DSDT,MI,48216,https://dsdt.edu/
332,THE SALON PROFESSIONAL ACADEMY-DELRAY BEACH,FL,33484,www.tspadelraybeach.com/
333,PIMA MEDICAL INSTITUTE-SAN ANTONIO,TX,78213,pmi.edu/
334,EDUCATIONAL TECHNICAL COLLEGE,PR,00669,www.edutecpr.com/
335,PROFESSIONAL CULINARY ACADEMY,NY,14222,professionalculinaryacademy.com/
336,MARIANO MORENO CULINARY INSTITUTE,FL,33145,www.mmci.edu.com/
337,CALIFORNIA INDIAN NATIONS COLLEGE,CA,92211,https://cincollege.org/
338,A T STILL UNIVERSITY OF HEALTH SCIENCES,MO,63501,www.atsu.edu/
339,ACADEMY OF PROFESSIONAL COSMETOLOGY,AR,72756,www.apcschools.com/
340,UNIVERSIDAD ANA G. MENDEZ-ONLINE CAMPUS,PR,00926,online.uagm.edu/
341,ASSOCIATED BARBER COLLEGE OF SAN DIEGO,CA,92101,sandiegobarbercollege.com/
342,UNITED EDUCATION INSTITUTE-UEI COLLEGE STOCKTON,CA,95207,https://www.uei.edu/
343,ACADEMY FOR SALON PROFESSIONALS,CA,91324,www.academyla.com/
344,WESTCHESTER COLLEGE OF NURSING & ALLIED HEALTH,CA,90045,www.westchestercollege.edu/
345,NORTH SHORE COMMUNITY COLLEGE,MA,01923,www.northshore.edu/
346,MISSION BEAUTY INSTITUTE,TX,78572,www.missionbeautyinstitute.com/
347,ARKANSAS COLLEGES OF HEALTH EDUCATION,AR,72916,acheedu.org/
348,MID-PLAINS COMMUNITY COLLEGE,NE,69101,www.mpcc.edu/
349,NORTH COUNTRY COMMUNITY COLLEGE,NY,12983,www.nccc.edu/
350,EDP SCHOOL,NY,11235,edpschool.edu/
351,SYRACUSE UNIVERSITY,NY,13244,https://www.syracuse.edu/
352,HARDIN-SIMMONS UNIVERSITY,TX,79698,https://www.hsutx.edu/
353,CINCINNATI STATE TECHNICAL AND COMMUNITY COLLEGE,OH,45223,www.cincinnatistate.edu/
354,DABNEY S LANCASTER COMMUNITY COLLEGE,VA,24422,www.dslcc.edu/
355,APOLLO CAREER CENTER,OH,45806,https://www.apollocareercenter.com/adult-education/
356,CONCORDIA UNIVERSITY TEXAS,TX,78726,www.concordia.edu/
357,EASTERN MICHIGAN UNIVERSITY,MI,48197,www.emich.edu/
358,WAYNES COLLEGE OF BEAUTY,CA,93906,www.waynescollegeofbeauty.com/
359,FORTIS COLLEGE-COLUMBIA,SC,29210,https://www.fortis.edu/
360,PENNSYLVANIA STATE UNIVERSITY-PENN STATE GREAT VALLEY,PA,19355,greatvalley.psu.edu/
361,PENNSYLVANIA STATE UNIVERSITY-PENN STATE SCRANTON,PA,18512,scranton.psu.edu/
362,PLATT COLLEGE-STVT-SAN ANTONIO,TX,78216,https://www.stvt.edu/
363,PLATT COLLEGE-MILLER-MOTTE-JACKSONVILLE,NC,28546,https://www.miller-motte.edu/
364,SHEPHERDS THEOLOGICAL SEMINARY,NC,27518,shepherds.edu/
365,LEVITTOWN BEAUTY ACADEMY,PA,19054,www.levittownbeautyacademy.com/
366,WES WATKINS TECHNOLOGY CENTER,OK,74883,www.wwtech.org/
367,AIMS COMMUNITY COLLEGE,CO,80634,www.aims.edu/
368,AVEDA INSTITUTE-DES MOINES,IA,50266,avedainstitutedesmoines.com/
369,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-RIPLEY,TN,38063,www.tcatripley.edu/
370,ACADEMY OF VOCAL ARTS,PA,19103,www.avaopera.org/
371,STEWART SCHOOL,SD,57104,www.stewartschool.edu/
372,LINCOLN MEMORIAL UNIVERSITY,TN,37752,www.lmunet.edu/
373,PAUL MITCHELL THE SCHOOL-GREENVILLE,SC,29607,paulmitchell.edu/greenville
374,MASSASOIT COMMUNITY COLLEGE,MA,02302,www.massasoit.edu/
375,PIMA MEDICAL INSTITUTE-RENTON,WA,98057,pmi.edu/
376,EMPIRE BEAUTY SCHOOL-NORTH HILLS,PA,15237,www.empire.edu/
377,UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER,NH,03101,manchester.unh.edu/
378,CHAMBERLAIN UNIVERSITY-ILLINOIS,IL,60101,https://www.chamberlain.edu/
379,MITCHELL COLLEGE,CT,06320,www.mitchell.edu/
380,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSON,TN,38301,www.tcatjackson.edu/
381,NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATER,NY,10022,www.neighborhoodplayhouse.org/
382,FORTIS INSTITUTE-BIRMINGHAM,AL,35211,www.fortis.edu/
383,VERMONT COLLEGE OF FINE ARTS,VT,05602,www.vcfa.edu/
384,KENTUCKY MOUNTAIN BIBLE COLLEGE,KY,41339,www.kmbc.edu/
385,UNIVERSITY OF MANAGEMENT AND TECHNOLOGY,VA,22209,www.umtweb.edu/
386,TRAVISS TECHNICAL COLLEGE,FL,33803,www.traviss.edu/
387,SUNCOAST TECHNICAL COLLEGE,FL,34233,suncoast.edu/
388,UNIVERSITY OF SAINT MARY OF THE LAKE,IL,60060,www.usml.edu/
389,NEW MEXICO STATE UNIVERSITY-MAIN CAMPUS,NM,88003,www.nmsu.edu/
390,TORAH TEMIMAH TALMUDICAL SEMINARY,NY,10312,https://torahtemimahtalmudicalseminary.com/
391,SOUTHERN CAREERS INSTITUTE-SAN ANTONIO,TX,78221,www.scitexas.edu/
392,ROYALE COLLEGE OF BEAUTY AND BARBERING,CA,92590,NOT AVAILABLE
393,PAUL MITCHELL THE SCHOOL-GASTONIA,NC,28054,paulmitchell.edu/gastonia
394,PAUL MITCHELL THE SCHOOL-REXBURG,ID,83440,paulmitchell.edu/rexburg
395,CAPRI BEAUTY COLLEGE,IL,60451,capri.edu/
396,SHARP EDGEZ BARBER INSTITUTE,NY,14615,www.sharpedgez.com/
397,UNIVERSITY OF NEW HAMPSHIRE-FRANKLIN PIERCE SCHOOL OF LAW,NH,03301,https://law.unh.edu/
398,WELLS COLLEGE,NY,13026,www.wells.edu/
399,DEVRY UNIVERSITY-PENNSYLVANIA,PA,19034,https://www.devry.edu/
400,NEW CONCEPT MASSAGE AND BEAUTY SCHOOL,FL,33135,www.massagebeautyschool.com/
401,DELTA TECHNICAL COLLEGE,MS,38637,www.deltatechnicalcollege.com/
402,ILLINOIS COLLEGE,IL,62650,www.ic.edu/
403,RABBINICAL COLLEGE OF AMERICA,NJ,07960,www.rca.edu/
404,SUNY COLLEGE AT OSWEGO,NY,13126,https://www.oswego.edu/
405,NORTHCOAST MEDICAL TRAINING ACADEMY,OH,44240,northcoastmedicalacademy.com/
406,CANISIUS COLLEGE,NY,14208,https://www.canisius.edu/
407,PAUL MITCHELL THE SCHOOL-JACKSONVILLE,FL,32246,paulmitchell.edu/jacksonville
408,GRANTHAM UNIVERSITY,KS,66219,https://www.grantham.edu/
409,UNIVERSITY OF SOUTH FLORIDA-ST PETERSBURG,FL,33701,https://www.usfsp.edu
410,EMPIRE BEAUTY SCHOOL-LAUDERHILL,FL,33351,www.empire.edu/
411,VIRGINIA HIGHLANDS COMMUNITY COLLEGE,VA,24212,www.vhcc.edu/
412,ACADEMY OF HAIR DESIGN-JACKSON,MS,39211,www.academyofhair.com/
413,UNIVERSITY OF ALABAMA SYSTEM OFFICE,AL,35401,www.uasystem.edu/
414,ATHENS STATE UNIVERSITY,AL,35611,www.athens.edu/
415,GRINNELL COLLEGE,IA,50112,www.grinnell.edu/
416,BERKELEY COLLEGE-WOODLAND PARK,NJ,07424,https://berkeleycollege.edu/
417,FITCHBURG STATE UNIVERSITY,MA,01420,www.fitchburgstate.edu/
418,EMPIRE BEAUTY SCHOOL-PARAMUS,NJ,07652,www.empire.edu/
419,THE SALON PROFESSIONAL ACADEMY-NORTH LITTLE ROCK,AR,72120,littlerockbeautyschool.com/
420,EVOLVE BEAUTY ACADEMY,MO,63090,evolvebeautyacademy.edu/
421,TEXAS A & M UNIVERSITY-SYSTEM OFFICE,TX,77840,tamus.edu/
422,BEN FRANKLIN CAREER CENTER,WV,25064,benfranklinctc.weebly.com/
423,METROPOLITAN COMMUNITY COLLEGE AREA,NE,68111,www.mccneb.edu/
424,FAULKNER UNIVERSITY,AL,36109,www.faulkner.edu/
425,SOUTH PUGET SOUND COMMUNITY COLLEGE,WA,98512,www.spscc.edu/
426,GEORGIA SOUTHWESTERN STATE UNIVERSITY,GA,31709,https://gsw.edu/
427,PORTAGE LAKES CAREER CENTER,OH,44685,www.plcc.edu/
